Stazione,IQA,PM10µg/m³,PM2.5µg/m³,NO2µg/m³,COmg/m³,SO2µg/m³,O3µg/m³,O3*µg/m³,C6H6µg/m³,CO2ppm,Date
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,17,--,--,83,78,0.7,--,2023-03-15
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,2,--,--,97,95,0.2,391.8,2023-03-15
Scuola Antonelli Chieti Scalo (CH),Accettabile,21,16,55,--,1,97,46,0.9,--,2023-03-15
T. D'Annunzio Pescara (PE),Accettabile,20,13,66,0.56,0,81,71,0.7,--,2023-03-15
Via Amiternum L'Aquila (AQ),Accettabile,10,7,66,--,3,92,83,0.4,--,2023-03-15
Via Firenze Pescara (PE),Accettabile,21,13,78,0.83,--,--,--,1.4,--,2023-03-15
Via Sacco Pescara (PE),Accettabile,23,--,67,--,--,84,73,--,--,2023-03-15
Arischia L'Aquila (AQ),Buona,--,--,6,--,--,58,54,0.3,--,2023-03-14
Atessa Atessa (CH),Buona,15,--,--,0.45,--,--,--,0.4,--,2023-03-14
Castel Di Sangro Castel Di Sangro (AQ),Buona,11,8,n.d.,0.89,--,72,69,--,--,2023-03-14
Cepagatti ASL Cepagatti (PE),Buona,--,--,13,--,--,69,60,0.4,--,2023-03-14
Francavilla Francavilla al mare (CH),Accettabile,17,11,20,--,--,74,69,0.6,--,2023-03-14
Gammarana Teramo (TE),Buona,--,9,27,--,--,--,--,--,--,2023-03-14
Montesilvano Montesilvano (PE),Accettabile,20,11,62,0.47,--,--,--,0.7,--,2023-03-14
Ortona Villa Caldari Ortona (CH),Accettabile,n.d.,n.d.,34,0.55,--,85,80,1.0,--,2023-03-14
Porta Reale Teramo (TE),Accettabile,16,--,56,0.71,--,--,--,0.8,--,2023-03-14
S. Gregorio S. GREGORIO (AQ),Buona,--,--,9,--,--,68,65,0.5,--,2023-03-14
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Buona,--,--,2,--,--,72,69,0.3,395.9,2023-03-14
Scuola Antonelli Chieti Scalo (CH),Mediocre,28,22,35,--,0,70,55,0.8,--,2023-03-14
T. D'Annunzio Pescara (PE),Accettabile,23,13,51,0.58,0,72,66,0.6,--,2023-03-14
Via Amiternum L'Aquila (AQ),Buona,7,4,30,--,3,78,72,0.3,--,2023-03-14
Via Firenze Pescara (PE),Accettabile,24,14,50,0.73,--,--,--,1.1,--,2023-03-14
Via Sacco Pescara (PE),Accettabile,26,--,49,--,--,79,70,--,--,2023-03-14
Arischia L'Aquila (AQ),Buona,--,--,8,--,--,39,36,0.3,--,2023-03-13
Atessa Atessa (CH),Buona,18,--,--,0.44,--,--,--,0.3,--,2023-03-13
Castel Di Sangro Castel Di Sangro (AQ),Buona,11,6,n.d.,0.78,--,76,69,--,--,2023-03-13
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,8,--,--,88,85,0.2,--,2023-03-13
Francavilla Francavilla al mare (CH),Accettabile,15,8,27,--,--,89,85,0.4,--,2023-03-13
Gammarana Teramo (TE),Accettabile,--,8,43,--,--,--,--,--,--,2023-03-13
Montesilvano Montesilvano (PE),Accettabile,18,9,58,0.38,--,--,--,0.5,--,2023-03-13
Ortona Villa Caldari Ortona (CH),Accettabile,n.d.,n.d.,16,0.45,--,100,99,0.4,--,2023-03-13
Porta Reale Teramo (TE),Accettabile,18,--,81,0.65,--,--,--,0.7,--,2023-03-13
S. Gregorio S. GREGORIO (AQ),Buona,--,--,9,--,--,73,67,0.3,--,2023-03-13
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,1,--,--,99,95,0.2,389.5,2023-03-13
Scuola Antonelli Chieti Scalo (CH),Accettabile,20,14,50,--,1,87,85,0.6,--,2023-03-13
T. D'Annunzio Pescara (PE),Accettabile,18,8,64,0.39,0,90,88,0.3,--,2023-03-13
Via Amiternum L'Aquila (AQ),Buona,11,6,38,--,3,73,69,0.2,--,2023-03-13
Via Firenze Pescara (PE),Accettabile,20,9,73,0.65,--,--,--,0.8,--,2023-03-13
Via Sacco Pescara (PE),Accettabile,20,--,67,--,--,97,90,--,--,2023-03-13
Arischia L'Aquila (AQ),Buona,--,--,3,--,--,62,50,0.2,--,2023-03-12
Atessa Atessa (CH),Buona,17,--,--,0.43,--,--,--,0.3,--,2023-03-12
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,6,3,22,0.75,--,82,77,--,--,2023-03-12
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,1,--,--,85,82,0.0,--,2023-03-12
Francavilla Francavilla al mare (CH),Accettabile,7,5,15,--,--,83,80,0.2,--,2023-03-12
Gammarana Teramo (TE),Buona,--,3,10,--,--,--,--,--,--,2023-03-12
Montesilvano Montesilvano (PE),Accettabile,12,7,41,0.49,--,--,--,0.4,--,2023-03-12
Ortona Villa Caldari Ortona (CH),Accettabile,n.d.,n.d.,7,0.34,--,96,95,0.3,--,2023-03-12
Porta Reale Teramo (TE),Accettabile,8,--,44,0.50,--,--,--,0.4,--,2023-03-12
S. Gregorio S. GREGORIO (AQ),Buona,--,--,22,--,--,67,59,0.4,--,2023-03-12
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,1,--,--,93,90,0.2,385.8,2023-03-12
Scuola Antonelli Chieti Scalo (CH),Accettabile,10,6,17,--,1,82,79,0.2,--,2023-03-12
T. D'Annunzio Pescara (PE),Accettabile,10,6,33,0.24,0,91,79,0.1,--,2023-03-12
Via Amiternum L'Aquila (AQ),Accettabile,8,5,31,--,3,82,75,0.2,--,2023-03-12
Via Firenze Pescara (PE),Accettabile,10,6,48,0.42,--,--,--,0.5,--,2023-03-12
Via Sacco Pescara (PE),Accettabile,6,--,29,--,--,92,78,--,--,2023-03-12
Arischia L'Aquila (AQ),Buona,--,--,4,--,--,54,47,0.3,--,2023-03-11
Atessa Atessa (CH),Accettabile,24,--,--,0.47,--,--,--,0.3,--,2023-03-11
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,9,4,15,0.77,--,91,79,--,--,2023-03-11
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,6,--,--,83,75,0.1,--,2023-03-11
Francavilla Francavilla al mare (CH),Accettabile,10,6,33,--,--,85,84,0.2,--,2023-03-11
Gammarana Teramo (TE),Accettabile,--,7,56,--,--,--,--,--,--,2023-03-11
Montesilvano Montesilvano (PE),Accettabile,22,12,80,0.46,--,--,--,0.6,--,2023-03-11
Ortona Villa Caldari Ortona (CH),Accettabile,9,5,9,0.30,--,91,92,0.2,--,2023-03-11
Porta Reale Teramo (TE),Accettabile,14,--,76,0.57,--,--,--,0.6,--,2023-03-11
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,11,--,--,82,81,0.3,--,2023-03-11
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,1,--,--,89,93,0.2,385.2,2023-03-11
Scuola Antonelli Chieti Scalo (CH),Accettabile,14,8,51,--,1,84,84,0.3,--,2023-03-11
T. D'Annunzio Pescara (PE),Accettabile,16,8,40,0.23,0,90,90,0.1,--,2023-03-11
Via Amiternum L'Aquila (AQ),Accettabile,11,7,9,--,2,90,88,0.1,--,2023-03-11
Via Firenze Pescara (PE),Accettabile,14,7,71,0.45,--,--,--,0.6,--,2023-03-11
Via Sacco Pescara (PE),Accettabile,14,--,73,--,--,90,88,--,--,2023-03-11
Arischia L'Aquila (AQ),Buona,--,--,4,--,--,n.d.,n.d.,0.3,--,2023-03-10
Atessa Atessa (CH),Accettabile,28,--,--,0.49,--,--,--,0.4,--,2023-03-10
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,7,5,19,0.76,--,91,95,--,--,2023-03-10
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,1,--,--,88,80,0.0,--,2023-03-10
Francavilla Francavilla al mare (CH),Accettabile,6,4,11,--,--,91,89,0.2,--,2023-03-10
Gammarana Teramo (TE),Accettabile,--,4,49,--,--,--,--,--,--,2023-03-10
Montesilvano Montesilvano (PE),Accettabile,15,9,63,0.42,--,--,--,0.4,--,2023-03-10
Ortona Villa Caldari Ortona (CH),Accettabile,6,5,7,0.31,--,102,99,0.3,--,2023-03-10
Porta Reale Teramo (TE),Buona,14,--,n.d.,0.65,--,--,--,0.5,--,2023-03-10
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,19,--,--,85,87,0.4,--,2023-03-10
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,1,--,--,101,102,0.2,387.8,2023-03-10
Scuola Antonelli Chieti Scalo (CH),Accettabile,9,5,18,--,1,89,87,0.3,--,2023-03-10
T. D'Annunzio Pescara (PE),Accettabile,11,7,37,0.22,0,95,90,0.1,--,2023-03-10
Via Amiternum L'Aquila (AQ),Accettabile,6,5,54,--,2,93,93,0.2,--,2023-03-10
Via Firenze Pescara (PE),Accettabile,12,5,50,0.38,--,--,--,0.6,--,2023-03-10
Via Sacco Pescara (PE),Accettabile,13,--,31,--,--,94,89,--,--,2023-03-10
Arischia L'Aquila (AQ),Buona,--,--,3,--,--,69,63,0.3,--,2023-03-09
Atessa Atessa (CH),Accettabile,23,--,--,0.44,--,--,--,0.2,--,2023-03-09
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,14,10,27,0.93,--,101,97,--,--,2023-03-09
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,2,--,--,96,94,0.1,--,2023-03-09
Francavilla Francavilla al mare (CH),Accettabile,10,7,13,--,--,93,88,0.3,--,2023-03-09
Gammarana Teramo (TE),Buona,--,6,31,--,--,--,--,--,--,2023-03-09
Montesilvano Montesilvano (PE),Accettabile,22,14,76,0.65,--,--,--,0.7,--,2023-03-09
Ortona Villa Caldari Ortona (CH),Accettabile,10,7,19,0.31,--,108,104,0.4,--,2023-03-09
Porta Reale Teramo (TE),Buona,18,--,n.d.,0.65,--,--,--,0.6,--,2023-03-09
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,23,--,--,91,88,0.5,--,2023-03-09
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,2,--,--,105,102,0.3,389.9,2023-03-09
Scuola Antonelli Chieti Scalo (CH),Accettabile,10,3,27,--,0,97,91,0.3,--,2023-03-09
T. D'Annunzio Pescara (PE),Accettabile,15,9,66,0.24,0,97,87,0.2,--,2023-03-09
Via Amiternum L'Aquila (AQ),Accettabile,11,6,48,--,3,98,95,0.3,--,2023-03-09
Via Firenze Pescara (PE),Accettabile,16,8,61,0.34,--,--,--,0.8,--,2023-03-09
Via Sacco Pescara (PE),Accettabile,16,--,62,--,--,n.d.,n.d.,--,--,2023-03-09
Arischia L'Aquila (AQ),Buona,--,--,4,--,--,49,43,0.4,--,2023-03-08
Atessa Atessa (CH),Accettabile,21,--,--,0.50,--,--,--,0.3,--,2023-03-08
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,14,10,34,1.01,--,94,90,--,--,2023-03-08
Cepagatti ASL Cepagatti (PE),Buona,--,--,2,--,--,n.d.,n.d.,0.1,--,2023-03-08
Francavilla Francavilla al mare (CH),Accettabile,14,10,25,--,--,94,83,0.6,--,2023-03-08
Gammarana Teramo (TE),Accettabile,--,8,43,--,--,--,--,--,--,2023-03-08
Montesilvano Montesilvano (PE),Mediocre,31,21,96,1.20,--,--,--,1.2,--,2023-03-08
Ortona Villa Caldari Ortona (CH),Accettabile,15,11,13,0.33,--,104,100,0.5,--,2023-03-08
Porta Reale Teramo (TE),Buona,19,--,n.d.,0.78,--,--,--,0.7,--,2023-03-08
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,32,--,--,87,83,0.7,--,2023-03-08
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,1,--,--,99,98,0.3,392.6,2023-03-08
Scuola Antonelli Chieti Scalo (CH),Accettabile,17,9,33,--,0,92,86,0.5,--,2023-03-08
T. D'Annunzio Pescara (PE),Accettabile,26,16,53,0.72,0,96,89,0.5,--,2023-03-08
Via Amiternum L'Aquila (AQ),Accettabile,13,7,59,--,3,92,88,0.3,--,2023-03-08
Via Firenze Pescara (PE),Accettabile,20,13,53,0.73,--,--,--,1.0,--,2023-03-08
Via Sacco Pescara (PE),Accettabile,19,--,45,--,--,92,89,--,--,2023-03-08
Arischia L'Aquila (AQ),Buona,--,--,5,--,--,58,44,0.5,--,2023-03-07
Atessa Atessa (CH),Buona,18,--,--,0.46,--,--,--,0.3,--,2023-03-07
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,18,15,40,1.00,--,86,78,--,--,2023-03-07
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,14,--,--,97,90,0.2,--,2023-03-07
Francavilla Francavilla al mare (CH),Mediocre,31,22,27,--,--,96,89,1.0,--,2023-03-07
Gammarana Teramo (TE),Accettabile,--,18,41,--,--,--,--,--,--,2023-03-07
Montesilvano Montesilvano (PE),Mediocre,32,23,83,1.14,--,--,--,1.1,--,2023-03-07
Ortona Villa Caldari Ortona (CH),Accettabile,24,17,15,0.41,--,111,104,0.7,--,2023-03-07
Porta Reale Teramo (TE),Accettabile,30,--,17,0.80,--,--,--,1.0,--,2023-03-07
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,22,--,--,87,83,1.0,--,2023-03-07
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,4,--,--,98,93,0.4,396.2,2023-03-07
Scuola Antonelli Chieti Scalo (CH),Mediocre,30,25,58,--,0,97,88,1.1,--,2023-03-07
T. D'Annunzio Pescara (PE),Scadente,35,26,67,0.68,0,94,86,0.9,--,2023-03-07
Via Amiternum L'Aquila (AQ),Accettabile,15,13,32,--,2,96,88,0.5,--,2023-03-07
Via Firenze Pescara (PE),Scadente,36,26,76,0.67,--,--,--,1.4,--,2023-03-07
Via Sacco Pescara (PE),Mediocre,37,--,78,--,--,102,97,--,--,2023-03-07
Arischia L'Aquila (AQ),Buona,--,--,8,--,--,55,47,0.5,--,2023-03-06
Atessa Atessa (CH),Buona,15,--,--,0.43,--,--,--,0.4,--,2023-03-06
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,13,10,27,0.91,--,81,74,--,--,2023-03-06
Cepagatti ASL Cepagatti (PE),Buona,--,--,8,--,--,79,73,0.2,--,2023-03-06
Francavilla Francavilla al mare (CH),Accettabile,22,13,38,--,--,77,67,0.8,--,2023-03-06
Gammarana Teramo (TE),Accettabile,--,14,40,--,--,--,--,--,--,2023-03-06
Montesilvano Montesilvano (PE),Accettabile,24,13,62,1.05,--,--,--,0.8,--,2023-03-06
Ortona Villa Caldari Ortona (CH),Accettabile,20,16,13,0.39,--,86,79,0.8,--,2023-03-06
Porta Reale Teramo (TE),Accettabile,24,--,21,0.68,--,--,--,1.2,--,2023-03-06
S. Gregorio S. GREGORIO (AQ),Buona,--,--,16,--,--,76,66,1.0,--,2023-03-06
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,2,--,--,86,81,0.5,395.5,2023-03-06
Scuola Antonelli Chieti Scalo (CH),Accettabile,23,17,50,--,1,79,69,1.0,--,2023-03-06
T. D'Annunzio Pescara (PE),Accettabile,25,14,51,0.50,0,82,71,0.7,--,2023-03-06
Via Amiternum L'Aquila (AQ),Accettabile,13,10,34,--,3,90,79,0.5,--,2023-03-06
Via Firenze Pescara (PE),Accettabile,26,15,48,0.61,--,--,--,1.2,--,2023-03-06
Via Sacco Pescara (PE),Accettabile,25,--,53,--,--,83,74,--,--,2023-03-06
Arischia L'Aquila (AQ),Buona,--,--,6,--,--,59,48,0.5,--,2023-03-05
Atessa Atessa (CH),Buona,17,--,--,0.54,--,--,--,0.4,--,2023-03-05
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,9,7,24,0.83,--,81,73,--,--,2023-03-05
Cepagatti ASL Cepagatti (PE),Buona,--,--,12,--,--,71,66,0.3,--,2023-03-05
Francavilla Francavilla al mare (CH),Accettabile,19,14,31,--,--,63,56,0.8,--,2023-03-05
Gammarana Teramo (TE),Accettabile,--,11,34,--,--,--,--,--,--,2023-03-05
Montesilvano Montesilvano (PE),Accettabile,20,13,47,1.05,--,--,--,0.9,--,2023-03-05
Ortona Villa Caldari Ortona (CH),Accettabile,15,11,16,0.43,--,83,74,0.8,--,2023-03-05
Porta Reale Teramo (TE),Buona,15,--,18,0.70,--,--,--,1.1,--,2023-03-05
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,15,--,--,81,71,n.d.,--,2023-03-05
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,3,--,--,85,83,0.5,395.9,2023-03-05
Scuola Antonelli Chieti Scalo (CH),Accettabile,20,17,50,--,0,70,62,0.9,--,2023-03-05
T. D'Annunzio Pescara (PE),Accettabile,21,15,41,0.61,0,63,56,0.8,--,2023-03-05
Via Amiternum L'Aquila (AQ),Accettabile,10,9,39,--,2,86,78,0.5,--,2023-03-05
Via Firenze Pescara (PE),Accettabile,22,15,31,1.14,--,--,--,1.2,--,2023-03-05
Via Sacco Pescara (PE),Accettabile,23,--,30,--,--,66,59,--,--,2023-03-05
Arischia L'Aquila (AQ),Buona,--,--,7,--,--,47,44,0.6,--,2023-03-04
Atessa Atessa (CH),Buona,20,--,--,0.50,--,--,--,0.6,--,2023-03-04
Castel Di Sangro Castel Di Sangro (AQ),Buona,9,8,26,0.97,--,58,49,--,--,2023-03-04
Cepagatti ASL Cepagatti (PE),Buona,--,--,11,--,--,41,45,0.4,--,2023-03-04
Francavilla Francavilla al mare (CH),Accettabile,20,12,36,--,--,47,41,0.8,--,2023-03-04
Gammarana Teramo (TE),Accettabile,--,19,31,--,--,--,--,--,--,2023-03-04
Montesilvano Montesilvano (PE),Accettabile,21,11,49,1.00,--,--,--,0.8,--,2023-03-04
Ortona Villa Caldari Ortona (CH),Buona,16,9,20,0.43,--,56,55,1.0,--,2023-03-04
Porta Reale Teramo (TE),Accettabile,27,--,40,0.72,--,--,--,1.6,--,2023-03-04
S. Gregorio S. GREGORIO (AQ),Buona,--,--,13,--,--,67,64,n.d.,--,2023-03-04
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Buona,--,--,3,--,--,70,67,0.6,398.7,2023-03-04
Scuola Antonelli Chieti Scalo (CH),Accettabile,23,18,48,--,0,43,39,0.9,--,2023-03-04
T. D'Annunzio Pescara (PE),Accettabile,18,10,45,0.44,0,45,47,0.7,--,2023-03-04
Via Amiternum L'Aquila (AQ),Buona,11,8,28,--,2,75,70,0.6,--,2023-03-04
Via Firenze Pescara (PE),Accettabile,22,11,43,1.12,--,--,--,1.3,--,2023-03-04
Via Sacco Pescara (PE),Accettabile,24,--,37,--,--,50,43,--,--,2023-03-04
Arischia L'Aquila (AQ),Buona,--,--,8,--,--,45,39,0.6,--,2023-03-03
Atessa Atessa (CH),Buona,14,--,--,0.98,--,--,--,0.4,--,2023-03-03
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,9,7,40,0.87,--,81,76,--,--,2023-03-03
Cepagatti ASL Cepagatti (PE),Buona,--,--,13,--,--,70,68,0.3,--,2023-03-03
Francavilla Francavilla al mare (CH),Buona,11,6,27,--,--,71,62,0.6,--,2023-03-03
Gammarana Teramo (TE),Buona,--,9,32,--,--,--,--,--,--,2023-03-03
Montesilvano Montesilvano (PE),Accettabile,12,6,58,0.93,--,--,--,0.6,--,2023-03-03
Ortona Villa Caldari Ortona (CH),Accettabile,9,5,19,0.43,--,88,76,0.8,--,2023-03-03
Porta Reale Teramo (TE),Accettabile,15,--,53,0.56,--,--,--,1.2,--,2023-03-03
S. Gregorio S. GREGORIO (AQ),Buona,--,--,17,--,--,78,69,0.4,--,2023-03-03
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,3,--,--,93,89,0.5,395.4,2023-03-03
Scuola Antonelli Chieti Scalo (CH),Accettabile,13,8,44,--,1,73,64,0.7,--,2023-03-03
T. D'Annunzio Pescara (PE),Accettabile,12,5,41,0.35,0,64,59,0.4,--,2023-03-03
Via Amiternum L'Aquila (AQ),Accettabile,7,5,44,--,2,88,81,0.4,--,2023-03-03
Via Firenze Pescara (PE),Accettabile,13,6,46,0.99,--,--,--,0.9,--,2023-03-03
Via Sacco Pescara (PE),Accettabile,13,--,44,--,--,69,63,--,--,2023-03-03
Arischia L'Aquila (AQ),Buona,--,--,7,--,--,49,41,0.7,--,2023-03-02
Atessa Atessa (CH),Buona,14,--,--,0.98,--,--,--,0.4,--,2023-03-02
Castel Di Sangro Castel Di Sangro (AQ),Buona,6,5,20,0.75,--,68,53,--,--,2023-03-02
Cepagatti ASL Cepagatti (PE),Buona,--,--,7,--,--,52,49,0.3,--,2023-03-02
Francavilla Francavilla al mare (CH),Buona,10,7,31,--,--,61,54,0.7,--,2023-03-02
Gammarana Teramo (TE),Accettabile,--,11,39,--,--,--,--,--,--,2023-03-02
Montesilvano Montesilvano (PE),Accettabile,13,7,44,0.89,--,--,--,0.6,--,2023-03-02
Ortona Villa Caldari Ortona (CH),Buona,10,10,13,0.32,--,67,62,0.7,--,2023-03-02
Porta Reale Teramo (TE),Buona,14,--,n.d.,0.48,--,--,--,1.1,--,2023-03-02
S. Gregorio S. GREGORIO (AQ),Buona,--,--,9,--,--,64,61,0.9,--,2023-03-02
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Buona,--,--,2,--,--,70,65,0.6,396.6,2023-03-02
Scuola Antonelli Chieti Scalo (CH),Accettabile,20,18,42,--,1,49,47,0.7,--,2023-03-02
T. D'Annunzio Pescara (PE),Accettabile,11,7,46,0.32,0,64,49,0.5,--,2023-03-02
Via Amiternum L'Aquila (AQ),Buona,5,4,23,--,2,70,65,0.4,--,2023-03-02
Via Firenze Pescara (PE),Accettabile,13,8,46,0.99,--,--,--,1.0,--,2023-03-02
Via Sacco Pescara (PE),Buona,13,--,31,--,--,65,57,--,--,2023-03-02
Arischia L'Aquila (AQ),Buona,--,--,12,--,--,23,26,0.7,--,2023-03-01
Atessa Atessa (CH),Buona,7,--,--,0.89,--,--,--,0.3,--,2023-03-01
Castel Di Sangro Castel Di Sangro (AQ),Buona,6,6,20,0.73,--,72,62,--,--,2023-03-01
Cepagatti ASL Cepagatti (PE),Buona,--,--,9,--,--,56,53,0.1,--,2023-03-01
Francavilla Francavilla al mare (CH),Buona,8,4,18,--,--,56,51,0.6,--,2023-03-01
Gammarana Teramo (TE),Buona,--,4,24,--,--,--,--,--,--,2023-03-01
Montesilvano Montesilvano (PE),Buona,7,4,30,0.81,--,--,--,0.5,--,2023-03-01
Ortona Villa Caldari Ortona (CH),Buona,n.d.,n.d.,13,0.25,--,64,62,0.5,--,2023-03-01
Porta Reale Teramo (TE),Buona,9,--,n.d.,n.d.,--,--,--,0.9,--,2023-03-01
S. Gregorio S. GREGORIO (AQ),Buona,--,--,24,--,--,52,46,0.7,--,2023-03-01
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Buona,--,--,3,--,--,69,65,0.5,393.7,2023-03-01
Scuola Antonelli Chieti Scalo (CH),Buona,8,6,30,--,0,52,50,0.5,--,2023-03-01
T. D'Annunzio Pescara (PE),Accettabile,8,3,44,0.25,0,56,50,0.3,--,2023-03-01
Via Amiternum L'Aquila (AQ),Accettabile,4,3,54,--,3,62,53,n.d.,--,2023-03-01
Via Firenze Pescara (PE),Buona,10,3,38,0.94,--,--,--,0.7,--,2023-03-01
Via Sacco Pescara (PE),Buona,9,--,35,--,--,57,53,--,--,2023-03-01
Arischia L'Aquila (AQ),Buona,--,--,11,--,--,35,29,0.3,--,2023-02-28
Atessa Atessa (CH),Buona,10,--,--,0.91,--,--,--,0.3,--,2023-02-28
Castel Di Sangro Castel Di Sangro (AQ),Buona,9,5,14,0.63,--,65,64,--,--,2023-02-28
Cepagatti ASL Cepagatti (PE),Buona,--,--,7,--,--,75,75,0.1,--,2023-02-28
Francavilla Francavilla al mare (CH),Accettabile,22,15,23,--,--,71,59,0.6,--,2023-02-28
Gammarana Teramo (TE),Accettabile,--,19,34,--,--,--,--,--,--,2023-02-28
Montesilvano Montesilvano (PE),Accettabile,31,19,37,1.48,--,--,--,0.9,--,2023-02-28
Ortona Villa Caldari Ortona (CH),Accettabile,14,10,14,0.35,--,84,79,0.4,--,2023-02-28
Porta Reale Teramo (TE),Accettabile,26,--,36,n.d.,--,--,--,1.0,--,2023-02-28
S. Gregorio S. GREGORIO (AQ),Buona,--,--,12,--,--,57,63,0.6,--,2023-02-28
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,2,--,--,81,84,0.2,387.7,2023-02-28
Scuola Antonelli Chieti Scalo (CH),Accettabile,19,12,29,--,0,73,70,0.5,--,2023-02-28
T. D'Annunzio Pescara (PE),Mediocre,40,19,33,0.71,0,72,55,0.5,--,2023-02-28
Via Amiternum L'Aquila (AQ),Buona,8,6,28,--,2,69,77,n.d.,--,2023-02-28
Via Firenze Pescara (PE),Accettabile,28,16,31,1.42,--,--,--,0.8,--,2023-02-28
Via Sacco Pescara (PE),Accettabile,30,--,34,--,--,72,58,--,--,2023-02-28
Arischia L'Aquila (AQ),Buona,--,--,5,--,--,45,40,0.4,--,2023-02-27
Atessa Atessa (CH),Mediocre,41,--,--,1.15,--,--,--,0.7,--,2023-02-27
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,28,15,26,0.72,--,104,92,--,--,2023-02-27
Cepagatti ASL Cepagatti (PE),Buona,--,--,24,--,--,77,58,0.4,--,2023-02-27
Francavilla Francavilla al mare (CH),Scadente,55,n.d.,42,--,--,57,40,1.3,--,2023-02-27
Gammarana Teramo (TE),Scadente,--,37,53,--,--,--,--,--,--,2023-02-27
Montesilvano Montesilvano (PE),Scadente,57,41,71,1.42,--,--,--,1.7,--,2023-02-27
Ortona Villa Caldari Ortona (CH),Scadente,45,33,31,0.51,--,83,72,1.2,--,2023-02-27
Porta Reale Teramo (TE),Scadente,53,--,63,1.68,--,--,--,1.8,--,2023-02-27
S. Gregorio S. GREGORIO (AQ),Buona,--,--,27,--,--,74,66,0.7,--,2023-02-27
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,1,--,--,95,93,0.2,389.0,2023-02-27
Scuola Antonelli Chieti Scalo (CH),Scadente,57,47,57,--,1,69,35,1.6,--,2023-02-27
T. D'Annunzio Pescara (PE),Scadente,62,48,61,0.89,0,54,31,1.5,--,2023-02-27
Via Amiternum L'Aquila (AQ),Accettabile,32,13,41,--,3,90,87,n.d.,--,2023-02-27
Via Firenze Pescara (PE),Scadente,66,49,59,1.44,--,--,--,2.1,--,2023-02-27
Via Sacco Pescara (PE),Scadente,71,--,62,--,--,57,37,--,--,2023-02-27
Arischia L'Aquila (AQ),Buona,--,--,19,--,--,60,46,0.4,--,2023-02-26
Atessa Atessa (CH),Mediocre,43,--,--,1.08,--,--,--,0.6,--,2023-02-26
Castel Di Sangro Castel Di Sangro (AQ),Mediocre,33,23,55,0.98,--,105,86,--,--,2023-02-26
Cepagatti ASL Cepagatti (PE),Buona,--,--,18,--,--,70,62,0.4,--,2023-02-26
Francavilla Francavilla al mare (CH),Scadente,42,34,48,--,--,75,67,1.1,--,2023-02-26
Gammarana Teramo (TE),Scadente,--,27,49,--,--,--,--,--,--,2023-02-26
Montesilvano Montesilvano (PE),Scadente,43,31,69,1.11,--,--,--,1.1,--,2023-02-26
Ortona Villa Caldari Ortona (CH),Scadente,43,32,36,0.41,--,92,81,1.2,--,2023-02-26
